As_true	As_pre	sentence	true_ner	predict_ner
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel... but they are definitely one you do nt want to miss, esp if your in downtown san jose. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NULL O O B-NULL I-NULL I-NULL O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NULL O O B-NULL I-NULL I-NULL O O O O O O O O O O
DRINKS#STYLE_OPTIONS#NEGATIVE	DRINKS#STYLE_OPTIONS#NEGATIVE	[CLS] they serve it in a tall, skinny hour - glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O I-NULL O O O O O O O O O O O O
DRINKS#PRICES#NEGATIVE	DRINKS#PRICES#NEGATIVE	[CLS] they serve it in a tall, skinny hour - glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] the food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served. [SEP]	O O B-EO O O O O O O O O O O O B-EO O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served. [SEP]	O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect!!!! [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect!!!! [SEP]	O O O O B-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O O O B-EO O O O O O O O O O B-EO O O O O O O O	O O O O O B-EO I-EO I-EO I-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect!!!! [SEP]	O O O O B-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O O O B-EO O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] drinks are suberb, and i feel like i am in a third world country when i walk in the door. [SEP]	O B-EO O O O O O O O O O O O O O O O O O O O O O O	O B-EO O O O O O O O O O O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] drinks are suberb, and i feel like i am in a third world country when i walk in the door. [SEP]	O O O O O O O O O O O B-NULL I-NULL I-NULL I-NULL I-NULL O O O B-NULL O O O O	O O O O O O O O O O O O O O O I-NULL O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] open & cool place with the best pizza and coffee [SEP]	O O O O B-EO O O O O O O O	O O O O B-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] open & cool place with the best pizza and coffee [SEP]	O O O O O O O O B-EO O O O	O O O O O O O O B-EO O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] open & cool place with the best pizza and coffee [SEP]	O O O O O O O O O O B-EO O	O O O O O O O O O O B-EO O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] green tea creme brulee is a must! [SEP]	O B-EO I-EO I-EO I-EO O O O O O	O B-EO I-EO I-EO I-EO O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i found a new home and just moved with a long lease. [SEP]	O O O O B-NULL I-NULL O O O O O O O O O	O O O O I-NULL I-NULL O O O O O O O O O
SERVICE#GENERAL#NEUTRAL	SERVICE#GENERAL#NEUTRAL	[CLS] they aren t the most talkative, but everytime i ve been there they have been very busy, which probably accounts for the lack of conversation. [SEP]	O O B-NULL O B-NULL I-NULL I-NULL O O O O O O O O O O O O O O O O O B-NULL O O O O O	O O O O O B-NULL I-NULL O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the pizza itself is not exactly the best i ve had ever, but still pretty good. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] we did have the same waiter the second time, so maybe the service is spotty and our luck is good. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O B-EO O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – that s a big statement considering i ve been pulling crab traps and making the cakes myself since i was about seven - but something about these little devils gets better every time. [SEP]	O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-NULL O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] fabulous italian food! [SEP]	O O B-EO I-EO O O	O O B-EO I-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] however, this place is a gem, and i wo nt stop going back. [SEP]	O O O O B-EO O O O O O O O O O O O O O	O O O O B-EO O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the service is quick! [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O
RESTAURANT#PRICES#NEUTRAL	RESTAURANT#PRICES#NEUTRAL	[CLS] the dinner only took us about an hour and the prices were alright for the strip, almost $ 50 / pp after tax and tip ( about average ). [SEP]	O O O O O O O O O O O O O B-NULL O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-NULL O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the onion rings are great! [SEP]	O O B-EO I-EO O O O O	O O B-EO I-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] if you re in the area you shouldn t be disappointed. [SEP]	O O O O O O O O B-NULL O B-NULL I-NULL O O	O O O O O O I-NULL O B-NULL O I-NULL I-NULL O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – great financial district mexican spot. [SEP]	O O O O O B-EO I-EO O O	O O O O I-EO I-EO I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the house special roll is really good. [SEP]	O O B-EO I-EO I-EO O O O O O	O O B-EO I-EO I-EO O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] perfection. [SEP]	O B-NULL O O	O B-NULL O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] poor customer service / poor pizza. [SEP]	O O B-EO I-EO O O O O O	O O B-EO I-EO O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] poor customer service / poor pizza. [SEP]	O O O O O O B-EO O O	O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] overall, i would go back and eat at the restaurant again. [SEP]	O O O O O O O O O O O B-EO O O O	O O O O O O O O O O O B-EO O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] server made several sake suggestions which were very good. [SEP]	O O O O B-EO O O O O O O O	O O O O B-EO O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] server made several sake suggestions which were very good. [SEP]	O B-EO O O O O O O O O O O	O B-EO O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] my only negative comment is that i wish the pieces were a little bigger. [SEP]	O O O O O O O O O O B-EO O O O O O O	O O O B-NULL O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i picked the asparagus, which turned out to be incredible and perfectly prepared. [SEP]	O O O O B-EO O O O O O O O O O O O O	O O O O B-EO O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] what may be interesting to most is the worst sevice / attitude comes from the owners of this establishment. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O B-NULL I-NULL O O O O O O O O O O O
RESTAURANT#PRICES#NEGATIVE	RESTAURANT#PRICES#NEGATIVE	[CLS] the only drawback is that this place is really expensive and the portions are on the small side. [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O B-EO O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] the only drawback is that this place is really expensive and the portions are on the small side. [SEP]	O O O O O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] terrible service, food ok, pricey [SEP]	O O B-EO O O O O O O	O O B-EO O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] terrible service, food ok, pricey [SEP]	O O O O B-EO O O O O	O O O O B-EO O O O O
RESTAURANT#PRICES#NEGATIVE	RESTAURANT#PRICES#NEGATIVE	[CLS] terrible service, food ok, pricey [SEP]	O O O O O O O B-NULL O	O O O O O O O B-NULL O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] although the service could be improved considering the money you put in. [SEP]	O O O B-EO O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] you routinely see indian families and friends dining there, which is always a good sign. [SEP]	O O O O O O O O O O O O O O O B-NULL O O O	O O O O B-EO O O O O O O O O O O B-NULL O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] if i want to stand in line on sunday for an hour to get average brunch food, then i would put murphy s at the top of the list. [SEP]	O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] if i want to stand in line on sunday for an hour to get average brunch food, then i would put murphy s at the top of the list. [SEP]	O O O O O O O O O O O B-NULL I-NULL O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] for the amount of food we got the prices should have been lower. [SEP]	O O O O O B-EO O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] always busy, but they are good at seating you promptly and have quick service. [SEP]	O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O O O O O O O B-EO O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] always busy, but they are good at seating you promptly and have quick service. [SEP]	O O O O O O O B-NULL I-NULL O O O O O O O O O	O O O O O O O O O O O O O O O B-EO O O
DRINKS#STYLE_OPTIONS#POSITIVE	DRINKS#STYLE_OPTIONS#POSITIVE	[CLS] the wine list is wonderful and the food reminds me of my recent trip to italy. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me. [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me. [SEP]	O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i ca nt saybenough good things about this restaurant, and i ca nt wait for my next several visits. [SEP]	O O O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O O O B-EO O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] love it every time [SEP]	O B-NULL O O O O	O B-NULL O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] we are locals, and get the feeling the only way this place survives with such average food is because most customers are probably one - time customer tourists. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] also love their caeser salad. [SEP]	O O O O B-EO I-EO O O	O O O O B-EO I-EO O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] she doesn t make you feel welcome and treats you like an annoyance. [SEP]	O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O B-NULL O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] it s just the right size for the menu. [SEP]	O O O O B-NULL I-NULL I-NULL O B-NULL O O O	O O O O O B-NULL I-NULL O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food is fantastic, and the waiting staff has been perfect every single time we ve been there. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the food is fantastic, and the waiting staff has been perfect every single time we ve been there. [SEP]	O O O O O O O O B-EO I-EO O O O O O O O O O O O O	O O O O O O O O B-EO I-EO O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the desert was the perfect ending to an almost perfect dinner. [SEP]	O O B-EO O O O O O O O O O O O	O O O O O O O O O O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the desert was the perfect ending to an almost perfect dinner. [SEP]	O O O O O O O O O O O B-EO O O	O O O O O O O O O O O B-EO O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] i have been here, spent tons of money on a chef special dinner and it was a major dissappointment. [SEP]	O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O	O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] i have been here, spent tons of money on a chef special dinner and it was a major dissappointment. [SEP]	O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O	O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i found a new home on second avenue!!!!!!!!!!!! [SEP]	O O O O B-NULL I-NULL O O O O O O O O O O O O O O O O	O O O O B-NULL O O O O O O O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] – had to wait thirty minutes to get in the door on a tuesday morning, but it was so worth it. [SEP]	O O O O B-NULL I-NULL I-NULL O O O O O O O O O O O O O O O O O O	O O O O B-NULL I-NULL I-NULL O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – had to wait thirty minutes to get in the door on a tuesday morning, but it was so worth it. [SEP]	O O O O O O O O O O O O O O O O O O O O O B-NULL O O O	O O O O O O O O O O O O O O O O O O O O O B-NULL O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] – it is sad to see a place that was once ` ` the ` ` place to meet and eat for bfast or lunch, now be the place that is a big ` ` dont bother. ` ` [SEP]	O O O O O O O O B-EO O O O O O O O O B-EO O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you... were not good. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you... were not good. [SEP]	O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you... were not good. [SEP]	O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] it was romantic - and even nice even with my sister, reminded me of italy, and had artwork and music that kept up the feeling of being in a mediterrean villa. [SEP]	O O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] it was romantic - and even nice even with my sister, reminded me of italy, and had artwork and music that kept up the feeling of being in a mediterrean villa. [SEP]	O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O B-EO O B-EO O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] it was romantic - and even nice even with my sister, reminded me of italy, and had artwork and music that kept up the feeling of being in a mediterrean villa. [SEP]	O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O B-EO O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the sushi was excellent and the wait staff was quick. [SEP]	O O B-EO O O O O O O O O O O	O O B-EO O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the sushi was excellent and the wait staff was quick. [SEP]	O O O O O O O B-EO I-EO O O O O	O O O O O O O B-EO I-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] in fact, many want to return a second time during their visit. [SEP]	O O O O O O O B-NULL I-NULL I-NULL I-NULL O O O O O	O O O O O O O B-NULL I-NULL I-NULL O O O O O O
